no_attack, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.90475, 0.90875, 0.91125, 0.92275, 0.929, 0.92825, 0.92525, 0.93225, 0.9365, 0.93675, 0.94275, 0.94575, 0.93675, 0.93825, 0.94525, 0.95025, 0.94775, 0.9505, 0.949, 0.94875, 0.94925, 0.94875, 0.948, 0.9505, 0.95275, 0.952, 0.9545, 0.953, 0.9545, 0.95225, 0.95325, 0.9545, 0.95225, 0.9525, 0.95375, 0.95425, 0.955, 0.95425, 0.9545, 0.955, 0.954, 0.956, 0.95525, 0.95625, 0.95975, 0.95775, 0.96025, 0.958, 0.95725, 0.96, 0.9585, 0.9585, 0.95875, 0.9615, 0.959, 0.9575, 0.9595, 0.96025, 0.957, 0.9585, 0.96125, 0.95875, 0.9595, 0.96025, 0.962, 0.96075, 0.96025, 0.96125, 0.961, 0.96225, 0.96125, 0.96125, 0.9615, 0.96175, 0.96075, 0.9625, 0.96275, 0.96325, 0.96125, 0.96075, 0.96325, 0.9625, 0.96275, 0.96275, 0.96275, 0.9615, 0.962, 0.9625, 0.96325, 0.96375, 0.96275, 0.963, 0.963, 0.9625, 0.96125, 0.96225, 0.963, 0.963, 0.964, 0.9645, 0.96475, 0.96475, 0.961, 0.9605, 0.963, 0.9655, 0.96475, 0.96525, 0.96525, 0.964, 0.9625, 0.96375
0.2backdoor, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.90025, 0.9015, 0.90425, 0.90375, 0.90525, 0.9045, 0.9115, 0.91425, 0.91125, 0.90725, 0.908, 0.91775, 0.92675, 0.92, 0.9245, 0.93275, 0.934, 0.93275, 0.9265, 0.93, 0.93275, 0.934, 0.9345, 0.9325, 0.9335, 0.93425, 0.9345, 0.938, 0.939, 0.93725, 0.936, 0.936, 0.938, 0.942, 0.9435, 0.93725, 0.937, 0.9375, 0.9385, 0.939, 0.939, 0.94175, 0.945, 0.943, 0.94175, 0.942, 0.94225, 0.94325, 0.94225, 0.942, 0.94175, 0.943, 0.94475, 0.94575, 0.94625, 0.94625, 0.946, 0.94575, 0.94575, 0.94575, 0.9455, 0.94625, 0.94425, 0.94675, 0.9485, 0.94875, 0.9475, 0.94375, 0.93975, 0.941, 0.942, 0.9485, 0.9475, 0.9495, 0.94925, 0.94375, 0.9455, 0.944, 0.94575, 0.94675, 0.949, 0.9495, 0.94975, 0.95025, 0.95125, 0.945, 0.94325, 0.94525, 0.95, 0.9505, 0.9515, 0.95075, 0.9485, 0.949, 0.952, 0.951, 0.951, 0.94975, 0.949, 0.953, 0.9535, 0.954, 0.95175, 0.9515, 0.9515, 0.94925, 0.95025, 0.95125, 0.95375, 0.95175, 0.95125, 0.9525, 0.95275
0.5backdoor, 0.9, 0.9, 0.9, 0.9, 0.896, 0.88175, 0.86525, 0.84775, 0.83825, 0.83225, 0.829, 0.8275, 0.83, 0.83525, 0.84575, 0.85675, 0.87725, 0.884, 0.88175, 0.87775, 0.8725, 0.8735, 0.875, 0.8835, 0.885, 0.88675, 0.89075, 0.89175, 0.896, 0.90525, 0.9045, 0.906, 0.91075, 0.91175, 0.9125, 0.9115, 0.908, 0.90675, 0.91125, 0.914, 0.916, 0.9135, 0.9105, 0.9105, 0.9135, 0.91575, 0.91725, 0.91675, 0.91525, 0.914, 0.9145, 0.91425, 0.913, 0.913, 0.91525, 0.91575, 0.915, 0.916, 0.9155, 0.91375, 0.91375, 0.91525, 0.9145, 0.91875, 0.92025, 0.91975, 0.916, 0.91375, 0.9135, 0.91475, 0.91525, 0.9175, 0.91825, 0.91775, 0.91625, 0.915, 0.91425, 0.9155, 0.91675, 0.91625, 0.918, 0.918, 0.918, 0.9155, 0.91475, 0.916, 0.91775, 0.92075, 0.91975, 0.9195, 0.91725, 0.9145, 0.9165, 0.9185, 0.91875, 0.91875, 0.9175, 0.91625, 0.917, 0.919, 0.9185, 0.9185, 0.9185, 0.91925, 0.919, 0.92, 0.9195, 0.919, 0.9155, 0.91575, 0.91875, 0.92075, 0.92075, 0.9215, 0.922, 0.9155, 0.911, 0.9115, 0.919, 0.921
0.8backdoor, 0.9, 0.9, 0.9, 0.9, 0.9, 0.8935, 0.875, 0.86375, 0.84225, 0.8255, 0.821, 0.81925, 0.818, 0.818, 0.818, 0.818, 0.818, 0.818, 0.818, 0.818, 0.818, 0.818, 0.818, 0.8195, 0.8365, 0.838, 0.8385, 0.839, 0.839, 0.839, 0.839, 0.839, 0.8385, 0.838, 0.838, 0.8365, 0.8365, 0.8365, 0.8365, 0.8365, 0.8375, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.838, 0.8385, 0.838, 0.838, 0.838, 0.8385, 0.8385, 0.8385, 0.8385, 0.838, 0.8385, 0.8385, 0.8385, 0.8385, 0.8385, 0.8385, 0.8385, 0.8385, 0.8385, 0.8415, 0.847, 0.8525, 0.856, 0.8555, 0.856, 0.8555, 0.855, 0.8555, 0.8555, 0.855, 0.8555, 0.8545, 0.854, 0.853, 0.8515, 0.852, 0.8525, 0.853, 0.8535
1_same-value_attack, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9005, 0.901, 0.906, 0.90875, 0.91525, 0.926, 0.931, 0.9315, 0.92975, 0.927, 0.93325, 0.93925, 0.93575, 0.93575, 0.942, 0.94375, 0.9445, 0.94125, 0.94425, 0.9485, 0.94875, 0.9485, 0.9485, 0.94825, 0.95175, 0.94875, 0.947, 0.9495, 0.95025, 0.9505, 0.9505, 0.95, 0.9505, 0.95275, 0.954, 0.95425, 0.95275, 0.95375, 0.953, 0.95475, 0.95625, 0.95375, 0.95475, 0.95075, 0.9535, 0.95725, 0.957, 0.9575, 0.95525, 0.95625, 0.95525, 0.9575, 0.9575, 0.9565, 0.9575, 0.959, 0.9595, 0.9565, 0.95675, 0.9585, 0.95725, 0.959, 0.95675, 0.9585, 0.95675, 0.96075, 0.96025, 0.96125, 0.961, 0.9605, 0.96125, 0.96, 0.96075, 0.95875, 0.95875, 0.96075, 0.962, 0.9615, 0.96075, 0.96225, 0.961, 0.96275, 0.96175, 0.963, 0.96075, 0.963, 0.962, 0.962, 0.96175, 0.96225, 0.96225, 0.96225, 0.95975, 0.963, 0.96125, 0.964, 0.9635, 0.96425, 0.96225, 0.96225, 0.9645, 0.964, 0.96375, 0.96425, 0.9635, 0.9635, 0.9635, 0.96375, 0.963, 0.962, 0.96225, 0.96375
100_same-value_attack, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9015, 0.9035, 0.9135, 0.91575, 0.9215, 0.92625, 0.92825, 0.93, 0.92775, 0.933, 0.93575, 0.9395, 0.9375, 0.9355, 0.942, 0.94575, 0.949, 0.947, 0.94875, 0.94875, 0.948, 0.95, 0.9485, 0.949, 0.949, 0.94725, 0.94925, 0.95275, 0.953, 0.95025, 0.95125, 0.95275, 0.9525, 0.951, 0.95275, 0.95175, 0.95025, 0.9535, 0.954, 0.954, 0.955, 0.955, 0.95425, 0.955, 0.95675, 0.95725, 0.955, 0.9575, 0.95575, 0.9545, 0.95425, 0.955, 0.958, 0.9575, 0.95825, 0.95825, 0.95875, 0.9575, 0.9575, 0.95575, 0.95575, 0.9575, 0.96, 0.9595, 0.96, 0.95925, 0.957, 0.9565, 0.958, 0.95825, 0.956, 0.95875, 0.9605, 0.959, 0.95875, 0.9605, 0.95975, 0.96075, 0.9585, 0.95775, 0.9575, 0.95925, 0.959, 0.9595, 0.958, 0.9605, 0.96075, 0.96025, 0.95975, 0.95975, 0.9595, 0.96075, 0.96025, 0.96225, 0.9625, 0.96025, 0.962, 0.96025, 0.96025, 0.96075, 0.9605, 0.95925, 0.9595, 0.96125, 0.9615, 0.962, 0.9625, 0.962, 0.96125, 0.96075, 0.9605, 0.962
gradient-ascent_attack, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9015, 0.9095, 0.919, 0.92325, 0.9245, 0.93, 0.93125, 0.9395, 0.9415, 0.94175, 0.93775, 0.93825, 0.93575, 0.9385, 0.94025, 0.94575, 0.94475, 0.94375, 0.946, 0.94725, 0.94975, 0.9465, 0.94125, 0.94525, 0.948, 0.9515, 0.94975, 0.9475, 0.94625, 0.949, 0.95025, 0.95175, 0.95275, 0.955, 0.95275, 0.9515, 0.94625, 0.9455, 0.947, 0.95125, 0.9505, 0.9525, 0.95125, 0.9515, 0.951, 0.951, 0.954, 0.95275, 0.94675, 0.94625, 0.94525, 0.94575, 0.94575, 0.9475, 0.95125, 0.9525, 0.95625, 0.95525, 0.9535, 0.9535, 0.95225, 0.9535, 0.9545, 0.95425, 0.95675, 0.95225, 0.95025, 0.948, 0.94775, 0.949, 0.95025, 0.95125, 0.95175, 0.95475, 0.95575, 0.95975, 0.9585, 0.9575, 0.94925, 0.93425, 0.953, 0.957, 0.95675, 0.955, 0.95575, 0.9555, 0.95625, 0.955, 0.956, 0.95675, 0.9565, 0.957, 0.956, 0.9545, 0.958, 0.9585, 0.9585, 0.9585, 0.9595, 0.9585, 0.9595, 0.9595, 0.959, 0.9575, 0.957, 0.95625, 0.955, 0.95675, 0.95925, 0.95925
random_data, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.90325, 0.90925, 0.91925, 0.92375, 0.92775, 0.92925, 0.93275, 0.9365, 0.94025, 0.9425, 0.947, 0.94575, 0.94575, 0.95025, 0.951, 0.95, 0.95225, 0.9525, 0.95225, 0.95175, 0.95425, 0.95025, 0.95075, 0.95175, 0.9505, 0.9495, 0.951, 0.95325, 0.9525, 0.95275, 0.95575, 0.955, 0.955, 0.95675, 0.95375, 0.95225, 0.95275, 0.95375, 0.954, 0.95475, 0.95575, 0.9545, 0.9555, 0.9565, 0.9555, 0.9565, 0.95725, 0.958, 0.95975, 0.96025, 0.959, 0.95675, 0.956, 0.957, 0.95525, 0.958, 0.95975, 0.96175, 0.9645, 0.96225, 0.96325, 0.964, 0.96275, 0.96025, 0.95775, 0.9605, 0.95925, 0.963, 0.962, 0.96375, 0.96075, 0.96175, 0.96425, 0.9645, 0.96575, 0.967, 0.9635, 0.961, 0.96175, 0.96525, 0.965, 0.9665, 0.966, 0.966, 0.9615, 0.96575, 0.9685, 0.96625, 0.96675, 0.96625, 0.967, 0.96875, 0.9675, 0.96575, 0.96625, 0.9685, 0.9675, 0.97025, 0.9695, 0.9695, 0.968, 0.96775, 0.97, 0.96975, 0.971, 0.9685, 0.969, 0.96875, 0.97075
same_data, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9045, 0.90925, 0.91525, 0.92225, 0.9255, 0.92675, 0.9325, 0.93425, 0.939, 0.94475, 0.94325, 0.93775, 0.93975, 0.94325, 0.944, 0.947, 0.9485, 0.9495, 0.95025, 0.95175, 0.95025, 0.9495, 0.95125, 0.95025, 0.94875, 0.95075, 0.95125, 0.9525, 0.953, 0.954, 0.95375, 0.953, 0.9535, 0.954, 0.95325, 0.953, 0.95575, 0.95575, 0.95525, 0.95525, 0.9565, 0.9555, 0.95475, 0.95575, 0.95825, 0.9565, 0.9585, 0.95825, 0.959, 0.95925, 0.95775, 0.9575, 0.95875, 0.95725, 0.9595, 0.958, 0.95775, 0.9585, 0.96075, 0.958, 0.959, 0.96125, 0.96, 0.96075, 0.961, 0.96175, 0.96025, 0.96175, 0.961, 0.96125, 0.9625, 0.96125, 0.95925, 0.96, 0.96025, 0.9605, 0.96125, 0.962, 0.9625, 0.96, 0.96225, 0.96225, 0.96175, 0.963, 0.962, 0.962, 0.9625, 0.96225, 0.96225, 0.962, 0.96025, 0.96175, 0.96225, 0.961, 0.96325, 0.963, 0.9625, 0.96375, 0.9635, 0.96325, 0.96275, 0.9615, 0.962, 0.96275, 0.964, 0.96425, 0.96325, 0.963, 0.964, 0.963, 0.96325
sign-flipping_attack, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9015, 0.911, 0.91225, 0.9165, 0.91825, 0.9225, 0.927, 0.93425, 0.94175, 0.94325, 0.94225, 0.93775, 0.9405, 0.94225, 0.938, 0.93925, 0.9465, 0.95325, 0.953, 0.951, 0.951, 0.9535, 0.953, 0.95475, 0.95575, 0.954, 0.952, 0.95075, 0.95, 0.9535, 0.955, 0.95325, 0.9535, 0.9525, 0.95475, 0.95525, 0.9545, 0.95475, 0.95375, 0.9525, 0.94925, 0.94675, 0.94925, 0.953, 0.9525, 0.95175, 0.9515, 0.95175, 0.951, 0.95175, 0.9525, 0.95225, 0.948, 0.947, 0.94675, 0.949, 0.9505, 0.951, 0.95475, 0.95425, 0.955, 0.955, 0.95525, 0.955, 0.95675, 0.95725, 0.9565, 0.954, 0.95375, 0.953, 0.953, 0.95625, 0.95675, 0.95675, 0.9565, 0.95725, 0.95825, 0.957, 0.95875, 0.958, 0.96075, 0.96025, 0.95625, 0.95175, 0.95225, 0.9585, 0.9615, 0.96, 0.95875, 0.9585, 0.95925, 0.95825, 0.95725, 0.9575, 0.9575, 0.957, 0.95775, 0.957, 0.958, 0.95875, 0.95775, 0.957, 0.95925, 0.95925, 0.9575, 0.9575, 0.95775, 0.96075
