no_attack, 2.305869, 2.2956176, 2.3048635, 2.2943563, 2.2838411, 2.2694721, 2.2622962, 2.2416058, 2.2278936, 2.164648, 2.1316884, 2.048105, 2.063168, 2.0288563, 2.0174081, 1.9365289, 1.9102296, 1.828569, 1.9020299, 1.8760062, 1.9105334, 1.7897692, 1.8435597, 1.7161003, 1.7832575, 1.8301942, 1.854032, 1.726401, 1.8020744, 1.6858993, 1.7237269, 1.7560616, 1.8208272, 1.6930599, 1.7741611, 1.6418204, 1.6791131, 1.735909, 1.8071477, 1.6802883, 1.7369833, 1.6256227, 1.674793, 1.7348595, 1.79336, 1.6599803, 1.7202244, 1.6336843, 1.6538925, 1.7173759, 1.769177, 1.6542557, 1.7070585, 1.6186755, 1.6563904, 1.7034816, 1.7609015, 1.6503077, 1.7015622, 1.6116838, 1.6478934, 1.7025669, 1.7379878, 1.6490304, 1.7025931, 1.6084249, 1.6543782, 1.7160676, 1.734181, 1.6449974, 1.6964575, 1.6002848, 1.638815, 1.687923, 1.7379075, 1.6277752, 1.6861737, 1.5941007, 1.6373259, 1.681295, 1.7265179, 1.6227663, 1.682353, 1.5959766, 1.6373858, 1.6768472, 1.715044, 1.6262149, 1.6759174, 1.5925641, 1.6413639, 1.671876, 1.7133476, 1.6194031, 1.6696594, 1.5897819, 1.633905, 1.6602542, 1.7193816, 1.6151503, 1.6660147, 1.5888007, 1.63222, 1.6598012, 1.6994479, 1.617691, 1.6625283, 1.5923173, 1.6449633, 1.6667652, 1.698565, 1.6229862, 1.6688657, 1.5897044, 1.6406682, 1.6666043, 1.7107289, 1.6107082, 1.6586423, 1.5867943
0.2backdoor, 2.302238, 2.294093, 2.3036153, 2.3009748, 2.2970965, 2.2889605, 2.2799482, 2.2816284, 2.2634585, 2.2344117, 2.217296, 2.1768403, 2.1680937, 2.1823053, 2.1258376, 2.053601, 2.0318456, 1.963938, 2.0054002, 2.0005233, 1.9906267, 1.8918841, 1.9028473, 1.8190804, 1.8619065, 1.9158561, 1.8989351, 1.818896, 1.8439593, 1.7694323, 1.7785685, 1.8429289, 1.8681545, 1.757338, 1.8226373, 1.7236806, 1.7240391, 1.8203039, 1.813896, 1.7523351, 1.7753134, 1.7112374, 1.7020969, 1.8051075, 1.822073, 1.725625, 1.7773373, 1.7012818, 1.7041161, 1.7746406, 1.8029139, 1.7194104, 1.7394612, 1.6994689, 1.6825523, 1.7730292, 1.7820237, 1.7131122, 1.7409179, 1.6854417, 1.6831067, 1.7742897, 1.7738837, 1.7065465, 1.7224047, 1.6822908, 1.6674628, 1.750906, 1.746083, 1.7024633, 1.7185168, 1.6802634, 1.6654031, 1.739651, 1.7491899, 1.7004207, 1.7123327, 1.6955059, 1.6382561, 1.7445108, 1.7335396, 1.694577, 1.7055128, 1.6788032, 1.639463, 1.7262287, 1.7165035, 1.6834598, 1.698467, 1.6647321, 1.6434703, 1.7211144, 1.719572, 1.6813071, 1.7061747, 1.6654954, 1.6314898, 1.7170258, 1.7069267, 1.6686379, 1.6863371, 1.6679074, 1.6315312, 1.7022343, 1.7053549, 1.6746545, 1.6862642, 1.6677328, 1.6296669, 1.704216, 1.704582, 1.6681123, 1.6840141, 1.668511, 1.6229737, 1.6994183, 1.6917069, 1.6580746, 1.6838449, 1.6574621
0.5backdoor, 2.304399, 2.2953458, 2.3027668, 2.2979357, 2.2933683, 2.27951, 2.2834945, 2.3143754, 2.3053975, 2.2933517, 2.2818003, 2.2544558, 2.2896082, 2.3332055, 2.2811675, 2.2220216, 2.1431732, 2.0673037, 2.138874, 2.119504, 2.1264973, 2.0956237, 2.0483184, 2.004146, 2.0506625, 2.059344, 2.0577335, 2.0050902, 1.9837642, 1.9651434, 1.9943836, 2.0294588, 1.973685, 1.9239395, 1.9096615, 1.8851608, 1.8691652, 1.9573286, 1.9189281, 1.8875705, 1.8778865, 1.854472, 1.8339615, 1.9415913, 1.8964634, 1.8790487, 1.8677313, 1.8436639, 1.809108, 1.9319689, 1.8864886, 1.8752835, 1.8733561, 1.8480203, 1.8126278, 1.9012554, 1.8708701, 1.8633826, 1.8665957, 1.8206784, 1.814846, 1.9120474, 1.870033, 1.8564588, 1.8529017, 1.8122792, 1.8006345, 1.9196144, 1.8682461, 1.8696233, 1.8597357, 1.8120065, 1.7936356, 1.8977808, 1.8608627, 1.8625245, 1.8644648, 1.8121564, 1.7995602, 1.8947945, 1.8503814, 1.8537036, 1.8511162, 1.8054147, 1.808054, 1.9023798, 1.8434994, 1.8483963, 1.8428583, 1.7941134, 1.7918539, 1.9000813, 1.8531077, 1.8551357, 1.8454826, 1.793539, 1.7851286, 1.8843143, 1.84669, 1.8554144, 1.8503563, 1.798372, 1.7843927, 1.8805956, 1.836559, 1.8498523, 1.840956, 1.7870059, 1.7912972, 1.8892365, 1.8440263, 1.8500288, 1.8331213, 1.7852165, 1.7686936, 1.8685565, 1.8575304, 1.8728354, 1.8600888, 1.7910111
0.8backdoor, 2.2983587, 2.2901893, 2.3046699, 2.2996783, 2.2958388, 2.279508, 2.2863626, 2.310114, 2.3079858, 2.2950182, 2.3042424, 2.2834983, 2.3280485, 2.3990066, 2.3724256, 2.3519073, 2.3399785, 2.3149896, 2.346632, 2.4101639, 2.3770626, 2.3498087, 2.337087, 2.29741, 2.3080192, 2.3569353, 2.2977881, 2.2550845, 2.2730238, 2.2151287, 2.2312527, 2.3202772, 2.2829018, 2.2543826, 2.2783937, 2.2290015, 2.263182, 2.352034, 2.3110325, 2.2804315, 2.2895737, 2.2303095, 2.245605, 2.333718, 2.2913833, 2.2521238, 2.2742875, 2.2186604, 2.2351122, 2.3281999, 2.2908657, 2.252204, 2.2762704, 2.2275634, 2.243701, 2.3352046, 2.2989268, 2.2574599, 2.2777584, 2.2257109, 2.2402647, 2.3303123, 2.2925832, 2.2500014, 2.2748032, 2.2216887, 2.2339158, 2.3284116, 2.2894244, 2.2503552, 2.2748146, 2.2246459, 2.2353942, 2.3297262, 2.2936735, 2.250992, 2.2759666, 2.2273288, 2.2344398, 2.329223, 2.2872763, 2.250184, 2.2748618, 2.2265344, 2.2337162, 2.3277826, 2.2856789, 2.2496536, 2.2748466, 2.2267032, 2.2337003, 2.3275518, 2.2865062, 2.249932, 2.274352, 2.2268188, 2.23308, 2.325972, 2.282781, 2.2475028, 2.259561, 2.2038841, 2.1715207, 2.2504463, 2.1813784, 2.1903796, 2.1398678, 2.1231928, 2.1520057, 2.2418938, 2.176183, 2.192284, 2.1505954, 2.1401248, 2.1614044, 2.2597914, 2.2081957, 2.2026525, 2.1825333, 2.153043
1_same-value_attack, 2.3039265, 2.2963371, 2.3035355, 2.2977536, 2.2932644, 2.2860858, 2.2760775, 2.258834, 2.2470498, 2.2024322, 2.1867285, 2.1253736, 2.1123855, 2.106378, 2.0686195, 1.9832652, 1.950774, 1.8593509, 1.9295044, 1.9105685, 1.9346344, 1.8410711, 1.852997, 1.7349148, 1.8266909, 1.8268481, 1.874047, 1.7475615, 1.8159261, 1.6793694, 1.7591224, 1.7912431, 1.8351762, 1.7062272, 1.7846878, 1.6772153, 1.7166998, 1.7602022, 1.8093171, 1.6843476, 1.7615676, 1.6602831, 1.6828463, 1.7401175, 1.7974508, 1.6644557, 1.7511926, 1.6284143, 1.6779473, 1.7201824, 1.7835114, 1.6690621, 1.7201126, 1.6334633, 1.6734753, 1.7114762, 1.7738227, 1.650795, 1.7138726, 1.6150157, 1.66148, 1.7028826, 1.7606745, 1.6483301, 1.6974342, 1.6103635, 1.6613884, 1.7102084, 1.7516215, 1.6392682, 1.7005227, 1.6239152, 1.6605638, 1.6863661, 1.7476134, 1.6387563, 1.6989925, 1.6031073, 1.6503575, 1.6839983, 1.7364919, 1.6382841, 1.6951942, 1.6138074, 1.6412833, 1.6783221, 1.7330809, 1.620971, 1.6829038, 1.5986032, 1.6452906, 1.6740975, 1.7250202, 1.629411, 1.6759765, 1.5951717, 1.6449872, 1.6885219, 1.7205268, 1.6198845, 1.680255, 1.6031836, 1.644201, 1.6634233, 1.7226026, 1.6169205, 1.670506, 1.5952457, 1.6310016, 1.670774, 1.707365, 1.6195437, 1.6671116, 1.5963674, 1.6546967, 1.671227, 1.7109382, 1.614493, 1.6682088, 1.601377
100_same-value_attack, 2.2980802, 2.2881503, 2.3020642, 2.295283, 2.2874339, 2.2747083, 2.2669823, 2.2412405, 2.2362404, 2.1755238, 2.1544156, 2.082522, 2.0835643, 2.0675588, 2.0430264, 1.9691331, 1.9304762, 1.8414915, 1.915778, 1.9082587, 1.9246612, 1.818193, 1.8404319, 1.7279012, 1.8092151, 1.8241028, 1.8682175, 1.7436557, 1.8037918, 1.6700413, 1.7422303, 1.7651919, 1.8294435, 1.7103926, 1.773139, 1.6515541, 1.6977546, 1.7707208, 1.809217, 1.6933138, 1.7479547, 1.6546863, 1.6869946, 1.7411516, 1.8057867, 1.6850898, 1.7374024, 1.622895, 1.6690341, 1.7209795, 1.7841866, 1.6896425, 1.7217196, 1.622298, 1.6612914, 1.7365617, 1.7874868, 1.6716582, 1.7123976, 1.6213853, 1.6521208, 1.7048602, 1.7594894, 1.6627265, 1.7047923, 1.6107687, 1.6488401, 1.7069012, 1.7480235, 1.6580517, 1.6896747, 1.6006838, 1.6433403, 1.7063262, 1.740726, 1.6606395, 1.6981721, 1.5985897, 1.6437752, 1.7073134, 1.7333937, 1.6431416, 1.6894604, 1.6111381, 1.6390207, 1.6796453, 1.7315094, 1.6392574, 1.6887772, 1.5918384, 1.6327589, 1.6810458, 1.7271543, 1.6452343, 1.6752559, 1.5924922, 1.6372603, 1.6722691, 1.7190713, 1.632943, 1.67665, 1.5956662, 1.6275995, 1.6776985, 1.7167118, 1.6310213, 1.6680244, 1.5947702, 1.6321629, 1.6608912, 1.7054135, 1.6361125, 1.6653763, 1.5905111, 1.6401062, 1.6705985, 1.7144444, 1.6286222, 1.6625135, 1.5980605
gradient-ascent_attack, 2.3041878, 2.2953334, 2.3026452, 2.2992673, 2.2936742, 2.2833133, 2.276419, 2.263492, 2.2481065, 2.2185597, 2.1944578, 2.1514256, 2.1267133, 2.1096902, 2.0702152, 2.0030742, 1.9634039, 1.8706877, 1.9377941, 1.9204348, 1.9381875, 1.8545225, 1.8594015, 1.7636294, 1.8301463, 1.8369472, 1.8633817, 1.7543507, 1.8389745, 1.7015066, 1.7709813, 1.8001965, 1.8397033, 1.7288315, 1.7742294, 1.6889226, 1.719645, 1.761718, 1.8165888, 1.6979288, 1.7677542, 1.6536872, 1.6957855, 1.7520616, 1.7980909, 1.6790639, 1.7332472, 1.692353, 1.7092944, 1.7220995, 1.8092282, 1.6701614, 1.7486122, 1.6310695, 1.6898491, 1.7482698, 1.7821245, 1.6638017, 1.712791, 1.6693561, 1.7112229, 1.7416918, 1.8016489, 1.6821889, 1.7247905, 1.6351459, 1.664, 1.7035906, 1.773246, 1.6699405, 1.7292309, 1.6121533, 1.6586823, 1.7082691, 1.780679, 1.6504304, 1.7083821, 1.6559843, 1.6784151, 1.7095096, 1.784038, 1.6563635, 1.7058637, 1.6339922, 1.6429507, 1.6826928, 1.7543766, 1.6488063, 1.6745191, 1.7562549, 1.7127004, 1.717137, 1.7278733, 1.651325, 1.6830853, 1.6299961, 1.6479496, 1.6762067, 1.7731414, 1.6383828, 1.6952573, 1.6236191, 1.6503513, 1.6944857, 1.7609384, 1.6383889, 1.6918069, 1.6066848, 1.6499436, 1.6802424, 1.7502654, 1.642096, 1.6828744, 1.611748, 1.6466494, 1.6801081, 1.7480936, 1.6332059, 1.6820328, 1.6023092
random_data, 2.300722, 2.2955742, 2.3001842, 2.2970786, 2.2934594, 2.288406, 2.2792153, 2.267715, 2.2583554, 2.2327805, 2.2161925, 2.1859627, 2.1617799, 2.1449199, 2.1052315, 2.0410776, 2.0031562, 1.9098525, 1.9582406, 1.9415298, 1.938041, 1.8606014, 1.8606403, 1.7650952, 1.8229545, 1.8106383, 1.8598521, 1.7473793, 1.8026569, 1.677012, 1.7335067, 1.769661, 1.8207316, 1.7048044, 1.7621307, 1.6684611, 1.6936352, 1.759369, 1.8103344, 1.6923097, 1.7556884, 1.6352265, 1.6808244, 1.7232934, 1.7834544, 1.6694198, 1.7266705, 1.6185995, 1.657237, 1.7248367, 1.7704331, 1.6587448, 1.7164861, 1.6359992, 1.6455667, 1.7055882, 1.7561399, 1.6548593, 1.7041383, 1.605414, 1.6437622, 1.703524, 1.7426671, 1.6516306, 1.6990508, 1.6123338, 1.6435026, 1.6804763, 1.7270098, 1.6561702, 1.6719811, 1.5920599, 1.6269637, 1.667502, 1.6978004, 1.6540706, 1.6620401, 1.5978385, 1.6152105, 1.6527565, 1.6883657, 1.6434937, 1.6544948, 1.5991312, 1.6082904, 1.6507964, 1.6870642, 1.6260469, 1.6479552, 1.6009529, 1.5998534, 1.6496562, 1.6894513, 1.6321058, 1.6498044, 1.5898461, 1.5936632, 1.6370679, 1.6634322, 1.6207743, 1.6374996, 1.5819868, 1.5929285, 1.63343, 1.6610744, 1.6148837, 1.6330302, 1.5857356, 1.5918888, 1.62163, 1.6517261, 1.6133419, 1.6329138, 1.5824862, 1.5820959, 1.618813, 1.6503422, 1.602068, 1.6289972, 1.5866461
same_data, 2.3010826, 2.2942078, 2.303403, 2.3001173, 2.2922463, 2.282653, 2.270344, 2.2564952, 2.2382927, 2.1899595, 2.1649647, 2.0986404, 2.09475, 2.0772152, 2.0482397, 1.9563618, 1.9214976, 1.8340924, 1.9037535, 1.891604, 1.9128859, 1.8067621, 1.8325862, 1.7186279, 1.8095391, 1.8170693, 1.8546114, 1.7258656, 1.8025117, 1.6765724, 1.7206565, 1.7635224, 1.8106507, 1.6960554, 1.7800547, 1.6465752, 1.6910796, 1.7390563, 1.8063254, 1.6734194, 1.7474036, 1.6341494, 1.6606724, 1.7357856, 1.7776291, 1.667217, 1.7292238, 1.6193557, 1.6512011, 1.7115015, 1.7699656, 1.6627655, 1.7112899, 1.6134354, 1.6488794, 1.7169825, 1.7508227, 1.6502993, 1.6994848, 1.6140523, 1.6489333, 1.7079517, 1.7439576, 1.6422154, 1.6973234, 1.6080272, 1.6479527, 1.6945205, 1.7376254, 1.6377056, 1.688945, 1.6013002, 1.6431463, 1.695345, 1.7292466, 1.6362062, 1.6809475, 1.5981278, 1.6365919, 1.682442, 1.7303369, 1.6248724, 1.6780748, 1.5923042, 1.6382484, 1.6799409, 1.7127423, 1.6253861, 1.673693, 1.593557, 1.6387246, 1.6724703, 1.7190957, 1.6249447, 1.6728437, 1.5956594, 1.6404629, 1.6755519, 1.7099622, 1.6163815, 1.6704308, 1.5946131, 1.6369528, 1.666086, 1.7047923, 1.6187476, 1.6644261, 1.5933315, 1.6462252, 1.6658264, 1.7026922, 1.6185434, 1.6680832, 1.5919292, 1.6330547, 1.6644962, 1.6986617, 1.609971, 1.6614414, 1.592576
sign-flipping_attack, 2.3024263, 2.2976613, 2.3024435, 2.3026395, 2.2962651, 2.294866, 2.2889953, 2.2810364, 2.2731555, 2.25813, 2.24205, 2.2255852, 2.203435, 2.188933, 2.15547, 2.0985284, 2.0578094, 1.9843179, 2.0007286, 1.9819269, 1.9728608, 1.8993933, 1.8875568, 1.7908301, 1.8620181, 1.855577, 1.8944844, 1.7892373, 1.8359165, 1.7283578, 1.759701, 1.8160884, 1.8392007, 1.7273376, 1.7837672, 1.6693101, 1.7110724, 1.744632, 1.8145373, 1.696347, 1.7495999, 1.6615324, 1.6798522, 1.7377117, 1.7961287, 1.6732596, 1.7229567, 1.633764, 1.6867135, 1.7489598, 1.7962651, 1.6593931, 1.7127935, 1.6742742, 1.6924202, 1.7265642, 1.7756965, 1.6724143, 1.7283975, 1.6353878, 1.6940396, 1.7263275, 1.7710328, 1.6511708, 1.7214324, 1.6569805, 1.6886058, 1.7353826, 1.7683144, 1.6534957, 1.7001678, 1.624681, 1.6644702, 1.7303631, 1.758861, 1.6636086, 1.7082882, 1.6069769, 1.6543818, 1.6972725, 1.7578046, 1.6516819, 1.699156, 1.6262193, 1.6516355, 1.6890345, 1.7586036, 1.641932, 1.6860409, 1.6036606, 1.6353868, 1.699727, 1.7317526, 1.6557583, 1.6604416, 1.611912, 1.6689754, 1.6893337, 1.7024987, 1.6344163, 1.6735234, 1.6044979, 1.6402912, 1.6908047, 1.7458825, 1.6448425, 1.6848572, 1.6030307, 1.6376873, 1.6734505, 1.7294998, 1.6337135, 1.672366, 1.6064978, 1.6420159, 1.6777676, 1.7292494, 1.6401265, 1.6771874, 1.6028087
